Word_ID,Word,Valence_Mean,Valence_SD,Valence_N,Arousal_Mean,Arousal_SD,Arousal_N,Men_Valence_Mean,Men_Valence_SD,Men_Valence_N,Women_Valence_Mean,Women_Valence_SD,Women_Valence_N,Men_Arousal_Mean,Men_Arousal_SD,Men_Arousal_N,Women_Arousal_Mean,Women_Arousal_SD,Women_Arousal_N,NOM,subTF,NOS,AOA,Compositionality,Concreteness,EER,Familiarity,Imageability,SER,sF,sNOM,ST,RT (ms),log_subTF,Exclusion_Reason,Candidate_Status
1487,逮捕,-0.83,1.52,24,3.25,0.9,24,-1.09,1.81,11,-0.62,1.26,13,3.25,0.62,12,3.25,1.14,12,1,1149,21,2.153846154,6.0,5.785714286,2.642857143,5.772727273,4.0,4.625,3.083333333,1.466666667,6.076923077,664.1565217,3.060697840353612,,excluded
1490,单纯,1.04,0.93,25,1.81,0.94,26,1.15,0.8,13,0.92,1.08,12,1.69,1.03,13,1.92,0.86,13,3,244,15,2.181818182,2.769230769,5.545454545,3.692307692,6.363636364,5.5,3.823529412,4.4,1.615384615,5.538461538,554.54,2.3891660843645326,外部常模义项数>2,excluded
1492,单调,-0.62,0.85,26,1.64,1.18,22,-0.45,1.13,11,-0.73,0.59,15,1.67,1.15,12,1.6,1.26,10,1,70,18,3.071428571,4.133333333,3.357142857,3.071428571,5.545454545,4.857142857,3.5,4.5,1.6875,5.076923077,563.6461538,1.8512583487190752,,excluded
1493,单独,0.0,0.97,20,1.78,1.25,27,0.0,1.0,7,0.0,1.0,13,1.13,0.99,8,2.05,1.27,19,1,1322,17,2.166666667,5.928571429,4.733333333,4.571428571,6.954545455,3.916666667,4.733333333,4.666666667,1.6,6.133333333,558.0222222,3.1215598441875008,,excluded
1496,单位,0.19,0.57,26,1.27,0.83,22,0.15,0.38,13,0.23,0.73,13,1.6,0.55,5,1.18,0.88,17,1,326,15,2.9375,2.866666667,4.769230769,2.875,4.857142857,5.357142857,2.75,3.75,2.125,4.642857143,563.1,2.514547752660286,,excluded
1500,担任,1.28,0.94,25,2.17,1.09,24,1.11,0.78,9,1.38,1.02,16,2.3,1.06,10,2.07,1.14,14,1,234,14,2.583333333,4.076923077,3.692307692,4.428571429,5.761904762,6.428571429,3.9375,3.642857143,1.466666667,5.133333333,662.3137931,2.3710678622717363,,excluded
1501,担心,-0.56,0.93,27,2.78,0.81,18,-0.44,1.03,16,-0.73,0.79,11,2.6,0.97,10,3.0,0.53,8,1,4815,12,1.882352941,3.466666667,3.8,5.0,5.454545455,4.818181818,5.285714286,5.846153846,1.307692308,5.0,536.4166667,3.682686478249768,,excluded
1505,胆怯,-1.38,0.77,24,2.16,1.13,31,-1.67,0.65,12,-1.08,0.79,12,2.78,0.97,9,1.91,1.11,22,1,65,17,2.571428571,4.0,3.714285714,4.357142857,5.863636364,5.285714286,3.6875,4.0,1.4,5.153846154,741.6130435,1.8195439355418688,,negative_pool
1511,诞生,1.67,0.76,24,2.6,1.04,30,1.5,0.9,12,1.83,0.58,12,2.75,1.28,8,2.55,0.96,22,2,266,13,2.733333333,5.214285714,4.428571429,3.538461538,5.5,4.166666667,4.294117647,3.384615385,1.5625,5.466666667,683.9,2.4265112613645754,,excluded
1517,弹药,-0.35,1.03,23,2.96,1.02,25,-0.08,1.31,12,-0.64,0.5,11,2.54,1.2,13,3.42,0.51,12,1,160,20,2.666666667,4.615384615,5.6,3.642857143,3.263157895,4.75,4.411764706,2.5,1.625,5.066666667,625.08,2.2068258760318495,,excluded
1524,蛋糕,0.67,0.96,24,2.21,1.06,24,0.6,0.84,10,0.71,1.07,14,2.13,1.09,16,2.38,1.06,8,1,829,27,1.416666667,3.846153846,6.785714286,4.785714286,6.454545455,3.357142857,5.875,4.071428571,1.428571429,6.266666667,587.65,2.9190780923760737,,excluded
1530,当初,-0.11,0.51,27,1.88,1.02,16,-0.19,0.54,16,0.0,0.45,11,2.11,1.17,9,1.57,0.79,7,1,624,13,2.8,3.333333333,3.615384615,4.25,5.590909091,4.307692308,3.6,3.285714286,1.933333333,4.235294118,605.0,2.7958800173440754,,excluded
1531,当代,0.46,0.71,26,1.57,1.2,23,0.71,0.95,7,0.37,0.6,19,1.64,1.21,11,1.5,1.24,12,1,78,11,3.866666667,4.066666667,4.846153846,2.4375,5.409090909,3.846153846,3.0,3.785714286,1.333333333,4.705882353,558.6653846,1.8976270912904414,,excluded
1532,当地,0.21,0.72,24,1.88,1.07,26,0.0,0.0,9,0.33,0.9,15,1.63,0.96,16,2.3,1.16,10,1,730,12,2.076923077,4.636363636,3.785714286,3.571428571,5.772727273,4.416666667,3.25,5.0,1.428571429,6.230769231,629.832,2.8639173769578603,,excluded
1533,当家,0.87,0.86,30,2.17,0.99,18,1.0,1.05,10,0.8,0.77,20,2.43,0.98,7,2.0,1.0,11,2,22,16,2.285714286,4.846153846,4.428571429,2.333333333,4.75,4.0,4.0625,3.3125,1.785714286,4.75,592.3703704,1.3617278360175928,,excluded
1537,当时,-0.04,0.2,25,2.21,1.28,24,-0.09,0.3,11,0.0,0.0,14,2.09,1.38,11,2.31,1.25,13,1,3077,13,1.923076923,4.0,3.0,5.2,6.047619048,4.307692308,3.769230769,4.153846154,1.647058824,5.5,560.2185185,3.48826861549546,,excluded
1540,当中,0.08,0.41,24,1.25,0.99,24,0.0,0.0,12,0.17,0.58,12,1.64,0.81,11,0.92,1.04,13,2,694,10,2.153846154,3.5,2.0,2.375,4.727272727,5.166666667,2.941176471,3.6,1.666666667,4.4,587.1033333,2.8419848045901137,,excluded
1544,党派,-0.1,1.22,31,2.41,1.1,22,0.33,1.5,12,-0.37,0.96,19,2.64,1.08,14,2.0,1.07,8,1,47,19,4.0,2.846153846,4.636363636,3.153846154,4.636363636,3.8,2.352941176,2.2,1.461538462,5.153846154,700.5380952,1.6812412373755872,,excluded
1546,党员,1.63,0.92,24,2.64,1.38,25,1.33,1.22,9,1.8,0.68,15,2.63,1.41,8,2.65,1.41,17,1,23,17,3.25,4.533333333,5.9375,5.0,6.238095238,5.8,4.176470588,3.0625,1.133333333,5.625,544.5357143,1.380211241711606,,excluded
1548,档案,-0.04,0.2,24,1.43,1.24,23,0.0,0.0,8,-0.06,0.25,16,1.21,1.05,14,1.78,1.48,9,1,870,20,3.2,3.818181818,6.0,2.923076923,5.095238095,3.769230769,3.6,3.692307692,1.5,5.666666667,563.0233333,2.9400181550076634,,excluded
1554,导弹,0.04,1.27,25,3.18,0.85,22,-0.09,0.94,11,0.14,1.51,14,3.25,0.97,12,3.1,0.74,10,1,167,17,2.5,3.2,6.125,1.846153846,4.476190476,5.846153846,4.6,2.214285714,1.294117647,5.384615385,599.8074074,2.225309281725863,,excluded
1558,导师,0.96,1.0,24,1.92,1.02,26,0.89,0.93,9,1.0,1.07,15,2.0,0.97,16,1.8,1.14,10,2,175,12,3.916666667,4.857142857,5.466666667,3.642857143,5.681818182,2.583333333,3.2,2.8,1.6,5.4,581.6833333,2.24551266781415,,excluded
1560,导致,-0.92,1.04,25,1.76,0.94,21,-0.67,1.41,9,-1.06,0.77,16,1.44,0.88,9,2.0,0.95,12,1,1003,16,3.0,5.2,3.666666667,3.3125,5.818181818,5.7,3.466666667,4.857142857,1.083333333,5.133333333,589.9592593,3.0017337128090005,,excluded
1561,岛屿,0.17,0.56,24,1.17,0.98,23,0.0,0.0,14,0.4,0.84,10,1.38,0.92,8,1.07,1.03,15,1,57,13,2.285714286,5.076923077,6.357142857,3.533333333,6.454545455,5.6,4.0,3.375,1.266666667,6.0,692.2863636,1.7634279935629373,,excluded
1565,倒霉,-1.96,0.77,26,2.23,1.21,26,-1.73,0.65,11,-2.13,0.83,15,2.73,1.01,11,1.87,1.25,15,1,595,25,2.076923077,4.133333333,3.142857143,4.933333333,4.80952381,4.7,4.352941176,4.5625,1.466666667,5.375,630.0291667,2.7752462597402365,,selected
1568,倒退,-1.28,0.81,32,1.74,0.81,19,-1.0,0.82,10,-1.41,0.8,22,1.88,0.83,8,1.64,0.81,11,1,68,19,1.428571429,5.333333333,4.25,2.923076923,5.318181818,5.153846154,3.6,3.857142857,1.941176471,5.461538462,672.91,1.8388490907372552,,excluded
1571,捣乱,-1.27,0.83,26,2.84,0.94,25,-1.55,0.93,11,-1.07,0.7,15,2.58,1.0,12,3.08,0.86,13,3,275,17,2.933333333,4.066666667,4.533333333,3.625,6.318181818,5.357142857,3.75,3.875,1.533333333,5.294117647,643.1666667,2.4409090820652177,外部常模义项数>2,excluded
1574,到处,-0.03,0.71,31,1.73,1.22,15,0.09,0.3,11,-0.1,0.85,20,1.44,1.13,9,2.17,1.33,6,1,2278,13,2.384615385,1.5,3.714285714,4.428571429,5.454545455,4.916666667,3.133333333,5.285714286,1.833333333,4.5625,561.1074074,3.3577443251803754,,excluded
1576,到达,0.7,0.98,20,1.71,1.21,28,0.57,0.53,7,0.77,1.17,13,1.89,1.05,9,1.63,1.3,19,1,1076,14,1.733333333,5.333333333,5.3125,4.666666667,5.863636364,5.0,3.5,4.5625,1.466666667,5.846153846,578.7071429,3.0322157032979815,,excluded
1585,道德,1.21,1.18,24,2.44,0.7,27,1.14,1.23,14,1.3,1.16,10,2.45,0.82,11,2.44,0.63,16,2,551,27,2.0,5.833333333,5.0,4.785714286,6.181818182,4.083333333,4.0625,4.916666667,1.533333333,5.076923077,559.5464286,2.741939077729199,,excluded
1588,道理,1.09,0.87,22,1.65,1.13,26,1.33,0.82,15,0.57,0.79,7,1.64,1.22,14,1.67,1.07,12,2,1087,23,1.923076923,5.583333333,4.928571429,3.571428571,6.636363636,5.583333333,3.3125,5.25,1.571428571,5.923076923,568.9758621,3.036628895362161,,excluded
1589,道路,0.35,0.63,26,1.24,1.18,21,0.45,0.69,11,0.27,0.59,15,1.08,1.38,12,1.44,0.88,9,2,466,25,1.8125,5.857142857,6.0625,2.769230769,6.136363636,4.642857143,4.0,5.153846154,1.692307692,6.333333333,554.5892857,2.6693168805661123,,excluded
1590,道歉,0.85,1.22,26,2.48,1.08,25,0.67,1.3,12,1.0,1.18,14,3.09,0.83,11,2.0,1.04,14,1,1944,26,3.363636364,4.5,5.384615385,4.642857143,6.136363636,5.9,4.2,5.357142857,1.5,6.0,584.4333333,3.2889196056617265,,excluded
1597,得到,0.5,0.89,20,2.43,1.14,28,0.57,0.98,7,0.46,0.88,13,2.56,0.73,9,2.37,1.3,19,1,4323,19,1.666666667,4.222222222,4.307692308,3.8,5.105263158,2.555555556,2.5625,5.285714286,1.666666667,6.090909091,520.2535714,3.6358856852812727,,excluded
1612,灯笼,0.32,0.75,25,1.43,1.43,21,0.18,0.6,11,0.43,0.85,14,1.73,1.42,11,1.1,1.45,10,1,24,17,2.333333333,4.538461538,6.4,3.357142857,4.545454545,4.928571429,4.25,1.928571429,1.4,6.133333333,620.7708333,1.3979400086720377,,excluded
1627,等待,0.32,0.84,22,1.85,0.88,26,0.2,0.86,15,0.57,0.79,7,1.71,0.99,14,2.0,0.74,12,1,1322,21,2.416666667,6.083333333,5.538461538,4.714285714,6.142857143,4.214285714,3.235294118,5.266666667,1.615384615,6.266666667,580.384,3.1215598441875008,,excluded
1628,等候,-0.24,0.52,25,1.27,0.88,22,-0.27,0.47,11,-0.21,0.58,14,1.25,1.06,12,1.3,0.67,10,1,274,22,1.357142857,6.076923077,5.928571429,5.666666667,6.363636364,4.916666667,4.470588235,4.357142857,1.538461538,6.166666667,577.9142857,2.439332693830263,,excluded
1632,等于,0.07,0.38,28,1.41,0.96,22,0.0,0.0,14,0.14,0.53,14,1.6,0.55,5,1.35,1.06,17,2,531,15,1.866666667,3.7,4.454545455,2.416666667,5.952380952,2.6,4.0625,5.285714286,1.230769231,5.5,595.862963,2.7259116322950483,,excluded
1633,凳子,0.25,0.9,24,1.48,1.24,23,0.14,0.86,14,0.4,0.97,10,2.11,1.36,9,1.07,1.0,14,1,105,17,1.25,4.285714286,6.533333333,2.928571429,5.6,4.583333333,3.0,4.8,1.266666667,6.066666667,576.7538462,2.0253058652647704,,excluded
1649,敌人,-1.92,0.86,25,3.31,0.79,26,-1.92,0.95,13,-1.92,0.79,12,3.46,0.66,13,3.15,0.9,13,1,1027,12,1.833333333,3.846153846,5.8,4.357142857,5.904761905,5.75,3.533333333,3.066666667,1.4,6.266666667,513.737037,3.011993114659257,,excluded
1661,抵抗,0.5,1.3,22,2.79,1.02,24,0.75,1.28,8,0.36,1.34,14,2.69,0.95,13,2.91,1.14,11,1,316,15,2.733333333,5.933333333,4.142857143,4.769230769,5.666666667,3.583333333,4.352941176,4.066666667,1.454545455,5.090909091,638.4192308,2.5010592622177517,,excluded
1665,抵制,-0.45,1.18,22,2.73,0.87,26,-0.9,0.99,10,-0.08,1.24,12,2.73,0.79,11,2.73,0.96,15,1,85,16,3.454545455,4.2,3.846153846,3.857142857,5.954545455,4.2,3.2,4.428571429,1.384615385,6.7,673.0384615,1.9344984512435677,,excluded
1667,地带,0.09,0.61,22,1.56,0.65,25,-0.08,0.51,12,0.3,0.67,10,1.36,0.67,11,1.71,0.61,14,1,188,15,3.066666667,3.428571429,3.6,2.615384615,5.19047619,3.416666667,2.0,2.357142857,1.3125,5.133333333,704.3928571,2.2764618041732443,,excluded
1668,地点,0.0,0.0,26,1.23,0.87,22,0.0,0.0,14,0.0,0.0,12,1.44,0.73,9,1.08,0.95,13,1,1130,15,1.5,5.4,5.375,3.0,6.5,4.666666667,4.117647059,5.0625,1.466666667,5.8125,545.5071429,3.053462604925455,,excluded
1669,地方,0.13,0.55,23,1.38,1.06,26,0.0,0.43,12,0.27,0.65,11,1.46,1.05,13,1.31,1.11,13,5,5538,10,1.428571429,5.076923077,4.0,2.8,6.428571429,3.866666667,3.25,5.3125,1.6,6.125,548.3866667,3.7434313651466837,外部常模义项数>2,excluded
1677,地球,0.87,1.25,23,1.96,1.04,24,1.0,1.5,9,0.79,1.12,14,1.69,1.11,13,2.27,0.9,11,1,961,17,1.230769231,3.285714286,6.307692308,3.5,6.545454545,5.916666667,4.823529412,4.866666667,1.083333333,5.8,575.6933333,2.983175072037813,,excluded
1679,地图,0.43,0.84,23,1.76,1.05,25,0.31,0.75,13,0.6,0.97,10,2.0,1.04,12,1.54,1.05,13,1,576,14,1.785714286,2.923076923,6.928571429,3.2,5.181818182,4.5,5.411764706,4.071428571,1.0,6.583333333,565.7964286,2.7611758131557314,,excluded
1680,地位,0.61,1.08,23,2.48,0.99,23,0.67,1.41,9,0.57,0.85,14,2.38,1.04,13,2.6,0.97,10,2,395,13,2.090909091,2.222222222,4.153846154,3.666666667,5.636363636,5.111111111,2.875,3.214285714,1.833333333,5.909090909,544.025,2.597695185925512,,excluded
1683,地震,-1.86,1.08,28,3.64,0.95,22,-1.71,1.14,14,-2.0,1.04,14,3.8,0.45,5,3.59,1.06,17,2,172,21,1.642857143,4.333333333,5.933333333,5.0,6.0,5.230769231,5.8,3.428571429,1.153846154,6.0,598.1407407,2.2380461031287955,暴力/犯罪/灾害/死亡等强情境词,excluded
1684,地址,0.2,0.83,20,1.89,1.17,28,0.17,0.94,12,0.25,0.71,8,1.57,1.02,14,2.21,1.25,14,1,1204,13,1.928571429,5.466666667,5.733333333,2.416666667,5.5,5.076923077,4.533333333,4.642857143,1.083333333,5.307692308,539.9933333,3.080987046910887,,excluded
1685,地主,-0.72,0.79,25,1.81,1.13,26,-1.0,0.65,15,-0.3,0.82,10,2.38,1.41,8,1.56,0.92,18,1,39,11,3.733333333,3.466666667,5.692307692,2.5625,3.545454545,4.538461538,3.333333333,2.142857143,1.666666667,5.0,555.9068966,1.6020599913279623,,excluded
1702,典礼,1.12,1.01,25,2.67,1.04,27,1.0,0.85,12,1.23,1.17,13,3.0,0.58,7,2.55,1.15,20,1,257,13,2.8,4.4,5.4,4.125,6.136363636,5.142857143,4.1875,3.0625,1.866666667,5.882352941,525.9535714,2.41161970596323,,excluded
1703,典型,0.4,0.87,25,2.3,0.93,23,0.46,1.05,13,0.33,0.65,12,2.14,0.9,7,2.38,0.96,16,3,474,17,3.363636364,3.545454545,2.384615385,3.25,5.590909091,4.5,3.176470588,3.428571429,1.333333333,5.166666667,582.2346154,2.6766936096248664,外部常模义项数>2,excluded
1709,点燃,0.58,0.83,24,3.18,0.82,28,0.54,0.88,13,0.64,0.81,11,3.36,0.84,14,3.0,0.78,14,1,251,25,3.363636364,3.727272727,4.923076923,2.8125,5.590909091,5.5,4.058823529,3.785714286,1.25,5.666666667,654.4423077,2.401400540781544,,excluded
1712,点心,0.29,0.64,21,1.72,1.24,25,0.11,0.33,9,0.42,0.79,12,1.63,1.26,16,1.89,1.27,9,4,281,13,2.0,4.857142857,6.4,4.428571429,6.363636364,3.833333333,4.733333333,4.8,1.466666667,5.733333333,544.8153846,2.450249108319361,外部常模义项数>2,excluded
1714,电报,0.08,0.41,24,1.46,1.41,24,0.0,0.0,8,0.13,0.5,16,1.07,1.14,14,2.0,1.63,10,2,116,12,2.428571429,3.875,4.333333333,2.285714286,6.363636364,5.083333333,3.647058824,2.5,1.357142857,5.25,623.4111111,2.0681858617461617,,excluded
1716,电池,0.0,0.49,26,1.71,1.08,24,0.17,0.39,12,-0.14,0.53,14,2.09,1.04,11,1.38,1.04,13,1,320,11,2.75,3.615384615,6.0,3.642857143,5.954545455,4.357142857,3.5625,3.5,1.266666667,6.066666667,551.3291667,2.506505032404872,,excluded
1717,电灯,0.31,0.74,26,1.59,1.37,22,0.33,0.78,12,0.29,0.73,14,2.0,1.22,5,1.47,1.42,17,1,40,11,1.6875,3.416666667,6.6875,2.823529412,6.181818182,5.0,3.882352941,3.8,1.466666667,5.9375,553.9535714,1.6127838567197355,,excluded
1723,电话,0.19,0.57,26,2.24,1.2,25,0.18,0.6,11,0.2,0.56,15,2.0,1.41,11,2.43,1.02,14,3,4444,13,1.333333333,4.533333333,6.375,4.0,6.227272727,5.538461538,4.357142857,5.375,1.466666667,5.461538462,560.5285714,3.6478717653062325,外部常模义项数>2,excluded
1726,电力,0.52,0.82,25,1.73,1.16,22,0.64,0.84,14,0.36,0.81,11,2.0,1.05,10,1.5,1.24,12,1,214,7,3.4,5.466666667,4.071428571,3.461538462,6.090909091,5.5,3.294117647,3.333333333,1.636363636,5.0,650.9555556,2.3324384599156054,,excluded
1728,电路,0.09,0.53,22,1.61,0.98,18,0.1,0.57,10,0.08,0.51,12,2.11,0.93,9,1.11,0.78,9,1,82,18,3.0,3.833333333,5.727272727,2.769230769,5.318181818,4.090909091,3.117647059,3.153846154,1.5,4.909090909,533.6142857,1.919078092376074,,excluded
1730,电器,0.19,0.57,26,2.0,1.26,26,0.27,0.65,11,0.13,0.52,15,1.55,1.37,11,2.33,1.11,15,1,80,21,2.066666667,3.466666667,6.4,2.647058824,5.818181818,4.692307692,3.8125,3.705882353,1.307692308,5.823529412,535.5035714,1.9084850188786497,,excluded
1731,电视,0.23,0.53,22,2.73,1.08,26,0.2,0.42,10,0.25,0.62,12,2.75,1.04,8,2.72,1.13,18,2,2128,13,1.25,4.2,6.3125,3.166666667,5.863636364,4.866666667,5.058823529,4.4375,1.266666667,6.0,552.1555556,3.3281756614383227,,excluded
1733,电台,0.07,0.27,27,1.59,1.0,17,0.13,0.34,16,0.0,0.0,11,1.8,1.14,10,1.29,0.76,7,2,298,10,3.7,4.090909091,5.923076923,3.153846154,4.727272727,3.769230769,3.4,3.384615385,1.25,5.444444444,601.1433333,2.4756711883244296,,excluded
1735,电梯,0.2,0.5,25,1.38,1.2,21,0.18,0.4,11,0.21,0.58,14,1.36,1.21,11,1.4,1.26,10,1,526,16,2.0,4.285714286,6.333333333,3.6,6.571428571,6.333333333,5.117647059,4.9375,1.333333333,6.466666667,586.0538462,2.7218106152125467,,excluded
1741,电影,0.35,0.8,26,2.24,1.15,29,0.44,1.01,9,0.29,0.69,17,2.17,1.27,12,2.29,1.1,17,1,2297,20,1.857142857,3.333333333,6.733333333,5.5,6.476190476,5.083333333,5.0,6.214285714,1.4,5.8125,548.152,3.3613500243522663,,excluded
1743,电子,0.17,0.78,23,1.75,0.85,24,0.4,0.74,15,-0.25,0.71,8,1.86,0.38,7,1.71,0.99,17,1,606,8,2.909090909,3.0,5.0,3.538461538,6.136363636,4.3,3.058823529,4.066666667,2.0,4.769230769,595.9740741,2.7831886910752575,,excluded
1771,调查,0.13,1.14,23,2.04,0.9,27,0.33,1.3,12,-0.09,0.94,11,2.18,0.98,11,1.94,0.85,16,1,2193,19,2.857142857,4.285714286,4.733333333,3.533333333,5.227272727,6.666666667,3.0,3.133333333,1.75,5.230769231,577.0551724,3.3412366232386925,,excluded
1773,调动,0.06,1.09,17,2.0,1.18,27,-0.6,1.34,5,0.33,0.89,12,2.11,1.17,9,1.94,1.21,18,2,101,16,2.75,5.6,4.0,2.833333333,5.380952381,3.2,2.941176471,2.75,1.857142857,4.8125,569.984,2.0086001717619175,,excluded
1776,调节,0.77,0.91,26,2.35,0.81,20,0.77,0.93,13,0.77,0.93,13,2.44,0.88,9,2.27,0.79,11,1,103,15,3.0,4.285714286,3.733333333,2.769230769,5.863636364,4.166666667,2.705882353,3.928571429,1.625,5.066666667,570.5464286,2.0170333392987803,,excluded
1777,调解,0.77,1.42,26,2.09,0.81,22,1.0,1.04,12,0.57,1.7,14,2.07,0.8,15,2.14,0.9,7,1,52,23,3.533333333,3.666666667,4.615384615,3.375,4.772727273,2.846153846,2.666666667,3.571428571,1.8,5.058823529,631.228,1.724275869600789,,excluded
1779,调皮,0.65,1.04,20,2.5,1.04,28,1.14,0.69,7,0.38,1.12,13,2.22,0.67,9,2.63,1.16,19,3,88,15,1.5,3.833333333,5.4,4.571428571,6.523809524,4.0,4.1875,5.642857143,1.846153846,6.181818182,553.508,1.9493900066449128,外部常模义项数>2,excluded
1785,调整,0.65,0.8,26,2.13,0.97,23,0.5,0.67,12,0.79,0.89,14,2.4,1.07,10,1.92,0.86,13,1,497,26,2.066666667,4.7,3.083333333,3.25,5.380952381,5.5,3.1875,4.357142857,1.307692308,4.692307692,590.1766667,2.6972293427597176,,excluded
1798,叮嘱,0.76,0.66,25,2.54,0.99,26,0.8,0.63,10,0.73,0.7,15,2.63,1.19,8,2.5,0.92,18,1,13,20,1.857142857,6.076923077,5.642857143,5.2,4.952380952,3.916666667,4.529411765,3.928571429,1.461538462,6.0,652.9333333,1.146128035678238,,excluded
1816,定律,0.39,0.72,31,1.84,1.01,19,0.2,0.63,10,0.48,0.75,21,1.88,1.36,8,1.82,0.75,11,1,67,17,3.714285714,2.857142857,3.733333333,4.2,5.714285714,3.714285714,2.375,3.466666667,1.266666667,4.9375,617.995,1.8325089127062364,,excluded
1822,定义,0.36,0.85,22,1.46,0.88,24,0.17,0.41,6,0.44,0.96,16,2.0,0.58,7,1.24,0.9,17,3,315,11,2.866666667,3.6,3.454545455,2.166666667,5.818181818,4.2,3.0,3.714285714,1.153846154,4.928571429,578.9071429,2.499687082618404,外部常模义项数>2,excluded
1826,东部,0.14,0.56,22,1.26,1.05,23,0.4,0.7,10,-0.08,0.29,12,1.45,0.82,11,1.08,1.24,12,1,211,15,1.9,3.769230769,5.416666667,2.846153846,6.238095238,6.0,2.823529412,4.538461538,1.625,5.428571429,688.564,2.326335860928751,,excluded
1828,东方,0.75,0.94,24,1.64,1.29,22,0.89,0.78,9,0.67,1.05,15,1.92,1.38,12,1.3,1.16,10,3,142,9,1.933333333,4.066666667,5.0,3.3125,6.863636364,3.571428571,3.875,2.9375,2.133333333,5.647058824,565.1185185,2.155336037465062,外部常模义项数>2,excluded
1833,冬瓜,0.13,0.46,23,0.85,0.78,26,0.27,0.65,11,0.0,0.0,12,1.0,0.82,7,0.79,0.79,19,2,16,10,2.636363636,4.615384615,6.416666667,3.0,5.681818182,6.363636364,5.0625,2.923076923,1.357142857,6.636363636,551.6592593,1.2304489213782739,,excluded
1834,冬季,0.5,0.84,28,1.5,1.22,22,0.29,0.61,14,0.71,0.99,14,1.4,1.52,5,1.53,1.18,17,1,85,13,1.866666667,3.0,6.416666667,3.916666667,6.181818182,2.3,5.5625,4.785714286,1.307692308,6.307692308,543.2214286,1.9344984512435677,,excluded
1843,懂事,1.91,0.79,23,1.94,1.0,31,2.0,0.77,11,1.83,0.83,12,2.11,0.93,9,1.86,1.04,22,1,99,23,1.714285714,4.933333333,4.666666667,5.5,5.909090909,5.153846154,4.866666667,4.428571429,1.538461538,5.307692308,590.7777778,2.0,,excluded
1849,动机,-0.44,0.95,32,2.14,1.08,22,-0.08,0.51,12,-0.65,1.09,20,2.14,1.03,14,2.13,1.25,8,2,656,12,3.363636364,3.428571429,3.733333333,4.733333333,5.954545455,6.333333333,3.470588235,5.0,1.533333333,5.0,598.7208333,2.8175653695597807,,excluded
1850,动静,0.05,0.58,22,2.2,0.91,25,0.13,0.64,15,-0.14,0.38,7,2.21,0.8,14,2.18,1.08,11,2,314,20,3.285714286,2.933333333,4.066666667,4.533333333,6.272727273,3.714285714,3.8125,3.2,2.071428571,4.6875,575.9777778,2.4983105537896004,,excluded
1851,动力,1.32,0.75,25,3.04,0.54,25,1.38,0.77,13,1.25,0.75,12,3.0,0.6,12,3.08,0.49,13,2,448,8,2.428571429,4.933333333,5.266666667,4.666666667,6.545454545,4.230769231,4.333333333,4.0,1.615384615,5.307692308,595.3481481,2.6522463410033232,,excluded
1852,动乱,-2.21,0.66,24,3.21,1.14,24,-2.25,0.46,8,-2.19,0.75,16,3.29,1.07,14,3.1,1.29,10,1,26,13,3.4375,3.933333333,4.076923077,2.4375,5.136363636,5.0,4.4375,2.125,1.214285714,3.785714286,807.1954545,1.4313637641589874,,excluded
1856,动人,1.65,0.89,26,2.52,0.79,23,1.92,0.79,12,1.43,0.94,14,2.56,0.81,16,2.43,0.79,7,1,172,8,2.5,4.384615385,3.642857143,3.733333333,5.954545455,4.466666667,4.4375,3.3125,1.6,5.0,592.6461538,2.2380461031287955,,excluded
1858,动物,0.37,0.79,27,1.92,1.18,24,0.18,0.4,11,0.5,0.97,16,1.45,1.37,11,2.31,0.85,13,1,1239,14,1.428571429,2.714285714,5.8,3.857142857,6.090909091,4.416666667,4.533333333,4.714285714,1.333333333,5.5625,570.3678571,3.093421685162235,,excluded
1861,动作,0.09,0.42,23,2.25,1.22,24,0.0,0.0,8,0.13,0.52,15,2.07,1.33,14,2.5,1.08,10,2,1207,13,2.0,3.25,4.9375,4.142857143,5.954545455,5.5,3.2,4.8125,1.5,5.1875,558.4925926,3.082066934285113,,excluded
1870,都市,0.54,0.83,24,1.65,0.98,23,0.5,0.76,8,0.56,0.89,16,1.54,0.97,13,1.8,1.03,10,1,144,15,2.076923077,5.083333333,6.5,3.571428571,6.090909091,3.666666667,4.8125,4.916666667,1.142857143,5.692307692,592.392,2.161368002234975,,excluded
1876,斗争,-0.97,1.43,32,3.21,0.92,19,-0.4,1.65,10,-1.23,1.27,22,3.63,1.06,8,2.91,0.7,11,3,409,10,2.933333333,3.866666667,4.9375,4.2,5.428571429,5.384615385,3.5,3.625,2.0,5.615384615,565.8461538,2.6127838567197355,外部常模义项数>2,excluded
1880,豆腐,0.04,0.45,25,1.28,0.98,25,0.07,0.59,15,0.0,0.0,10,1.08,0.86,13,1.5,1.09,12,1,110,21,1.8,3.923076923,6.916666667,3.153846154,5.863636364,3.846153846,4.882352941,4.846153846,1.5625,5.857142857,649.1461538,2.0453229787866576,,excluded
1896,读书,1.7,1.03,27,2.04,1.1,25,1.27,1.01,11,2.0,0.97,16,2.25,0.97,12,1.85,1.21,13,2,468,14,2.214285714,4.466666667,6.133333333,5.066666667,6.772727273,5.642857143,4.4375,5.133333333,1.733333333,6.3125,583.5777778,2.6711728427150834,,excluded
